Sentimen;Text
Positif;Mas menteri pendidikan kita skrg pak nadiem buat kebijakan namanya merdeka belajar kampus merdeka Salma ini dianggap sudah mengimplementasikan program yang dibuat pemerintah BUKAN karena jadi juara Indonesian Idol tapi karena adanya program Kemdikbud 
Positif;masalah mbkm gw juga gmn ya allah semoga stehoqq bisa nerima gw deh soalnya gw punya sertif yg relate sama software engineer
Negatif;masduabiasa ak bantu ritwit aja yakk soalnya gapaham kampus merdeka mbkm dan sejenisnya barangkali mutual aku ada yg lebih paham
Positif;masduabiasa aku ikut sib di semester 5 keknya min nya semester 5 klo max nya itu kurang tau tp setauku kampus merdeka cuma bisa 2x ikut  40 sks CMIIW ya soalnya sekarang aku semester 7 mau daftar MSIB lgi wkw lumayan kok asik
Negatif;Masih menjadi misteri yang bayar uang saku magang mbkm itu siapa 
Negatif;masih ragu buat ikut program magang kampus merdeka ikut ga yaa sksk
Negatif;MasUchiha Kampus merdeka bullshit
Negatif;MasUchiha Kampus merdeka nyatanya tidak ada kemerdekaan di dalamnya
Negatif;MasUchiha Kampus merdeka produk gagal
Negatif;MasUchiha Kampus merdeka yang bikin bodoh
Negatif;"MasUchiha MBKM Maraknya Budaya Korupsi Mendikbud"
Positif;Mau apply mbkm batch 5 deg2annn parahhhh Manifesting lolos mbkm batch 5 Ya Allah Sejujurnyaaa masih takutttt 
Positif;mau bikin cv buat mbkm tp diisi apa ya cuy gue mahasiswa kupukupu 
Negatif;mau buka kampus merdeka ternyata nik aku beda help gimanaaaaa inii formadugm
Positif;mau keterima mbkm aja si udh
Negatif;mau mbkm di dyandra tp kok kg ga buka anjg 
Positif;"mau ngelist yang numpuk di pikiran biar ga pusing2 amat 1. Tugas kuliah pemstok alinter pnl aprok kapsel 2. Belajar UAS biar lulus semua 3. Mikirin magang mbkm nanti bisa dapet ga ya satu2nya jalan biar KKN bisa dikonversi 4. Punya laptop baru dari hasil gaji petugas "
Positif;mau ngeluh tapi malu sama yang paling aktif di organisasi sambil magang mbkm sambil kuliah juga sambil kerja juga sambil nugas tapi jarang banget keliatan ngeluh dan cape bawaannya ceria dan positive vibes bangett manajemen waktunya gimana dah
Positif;mau tanya unila yang ikut MAGANG MSIB MBKM posisi di BUMN emang masih kosong ya makasih bro
Positif;Mbahwo999 Miduk17 Nadim nggak beres gmn Kampus merdeka sama kurrikulum merdekanya bagus kok
Negatif;MBKM  Gagasan bagus namun tidak sedikit yang problematik
Positif;mbkm apapun boleh asalkan jangan kkn dah gue asli
Negatif;mbkm disatu sisi menyesatkan anjir dgn kaprodi
Negatif;"MBKM diwajibkan RIP"
Negatif;MBKM fakultas lain dapet duit meanwhile fapet  
Negatif;Mbkm gabisa msib gabisa pmm gabisa iisma gabisa emng aing harus ikut apaa klo gitu
Negatif;mbkm kali ini riwehh bgttt nngiss dah ga sanggup
Negatif;"mbkm laporan lu nyusahin bgt si teknis lah akhir lah video lah gajelass"
Negatif;Mbkm malah diberhetiin semuaa jirr Apa sebab 
Negatif;mbkm mbkm tai kucing
Negatif;MBKM merdeka belajar tp bikin nggak merdeka anjir
Negatif;mbkm nyebelin anjir giliran pengen ngelab kerja labnya dikit bgt 
Negatif;MBKM PBL Institusi dan PBL Komunitas ini bener2 bikin gue stress
Negatif;mbkm smt 7 kenapa mitra nya dikit banget asli
Negatif;mbkm taek
Negatif;mbkm tapi masih bingung juga
Negatif;mbkm taun ini ghoib banget dah
Negatif;Mbkmm nya mengcapek 
Positif;Mendikbudristek Apresiasi Komitmen UNY Implementasikan Program Kampus Merdeka  
Negatif;Mending lulus tepat waktu tp ga ikut mbkm yg kemendikbud atau lulus telat tp ikut mbkm kemendikbud
Negatif;mentang mentang duit mbkm pada cair flexing di tiktok 
Positif;"mentemen mutual ada yang pernah ikut magang mbkm ga yaa yang pernah ikut tolong arahan nya dongg Bingung bgttt "
Negatif;"Merdeka apanya Dosennya pada takut ngomong dan mahasiswanya takut menjadi aktivis"
Negatif;Mereka mau udah perform garagara ikut MBKM gue belum ngampu matkul ini  
Negatif;MetroTV Hmmmmslogannya  Kampus Merdeka  tapi kok seperti terjajah sama Penguasa 
Negatif;MetroTV Omong kosong dengan slogan Kampus Merdekasemua masih terbelenggu oleh kekuasaan
Negatif;"Mikir gasih gimana nanti kerja trus lepas dr ortu Ini ngurus mbkm aja administrasi dll dah up n down awkwkek"
Positif;"minggu ikut event kpop  tampil sebagai salah satu performer sebelum seninkamis full jadi mahasiswa yang setiap harinya ada ujian apalagi yang rabu sempro kamis ujian mbkm wrwwrwrwr bismillahhhhh"
Negatif;Minggu ini hectic bgt anjirngurus tugas Sama ngurus pendaftaran mbkm nguras emosi bgt
Positif;miniyungki sama2 semester 5 dan harus pikih salah satuu ini mbkm ituloo
Positif;minjuensiti JKT48Kai ikut yang MBKM aja lumayan
Negatif;minjuensiti JKT48Kai LAMA BANGET ANJIRRRRR LU IKUT YANG MBKM
Positif;mitra kampus merdeka 
Positif;mo nanya yg daftar bangkit kampus merdeka itu kan 20 sks ya berarti klo lolos ntar yg smt 5 bakal jalanin 40 sks dong masih bisa idup ga sii  beneran nanya ges sender dari nonit soalnya tia ugmfess
Positif;mochiorenji Astungkaraaaa paling serius tpi ga berharap banyak kek saingan gw banyak bngt pliss Ini udh acc di kampus gatau nanti di pihak mbkm nya gmna Ya astungkara lolos dah 
Positif;Monmaap nih min bisa tolong dijelaskan urgensinya merayakan MBKM Kalau boleh engga tau apa sudah ada studi pencapaiankeberhasilan kurikulum ini apa ya Baru 3 tahun loh Apa sudah ada lulusan kurikulum ini 
Positif;"Mungkin adekadek mahasiswa harus Eksplor ya syarat dan ketentuannya sehingga minat pertukaran mahasiswa itu berkembang Karena itu skema MBKM ya harus dimanfaatkan dan membuka wawasan dan mengembangkan jejaring ujar WR IV"
Positif;Mungkin dia kebanyakan ikut program kampus merdeka yg nilai matkulnya dikonversi 
Positif;mutualku siapa yg perna ikutan mbkm plis share ur experience aku kepo pengen ikutan tp takut 
Positif;"NAKAZUHANARA oh tentu watashi tidak ikut pmm ak ikut vernadoc semacam mbkm riset begitulah"
Negatif;Nangis bgt bulan lalu ikut kegiatan MBKM di salah satu desa dan kita ke SD juga di situ aku masuk di kelas 3 Ada satu anak cowo yang dibully sama temen2nya dan mereka ngebully terang2an di depan ku 
Positif;nanti pengen kampus merdeka deh  hehehehe
Positif;nanya pendapat dooong ikut magang mandiri di instansi sama ikut program MBKM magang merdekastudiindependen di semester 7 gitu boleh ngga yaaa kuat ngga yaa kira2
Negatif;nctzenbase Seorang mahasiswi lg magang mbkm yg menjalani harinya dengan yaallah yaallah yaallah kuatkan sebentar lg beres
Negatif;nejiare oalah whshshs onu kemaren waktu mbkm bun sebulan penuh
Negatif;nekat ikut kampus merdeka pdhl ip terakhir kecil wkwkwkw malah insecure sm tmn2 yg lain gede bgt ip nya anjrit
Negatif;"NeracaEnergi Makanya sama aja boong wkwk di flyer namanya diskusi mah harus ada 2 pihak Ga cuma pihak dari IISMA doang Lagian ini kan termasuk program mbkm okelah kayak LPDP yg jelas bener2 ada outputnya Entah itu publikasi jurnal maupun kontribusinya buat Indo"
Positif;ness sender skrg smt 6 lg bimbang bgt mau ikut giat 5 atau mbkm KMMSIB sender uda dftr giat 5 tp rencananya jg mau dftr mbkm sender pgn bgt ikut mbkm krn sebelumnya ga lolos dan klo uda terlanjur dftr mbkm hrs mengundurkan diri dr giat 5 maks konfirmasi tgl 3  cont
Negatif;ngaku pliss dari sosialisasi mbkm gaada loh laporan ini knp tbtb adaa ew 
Negatif;NGEBUT BGT SKRIPSI W YAGUSTI BELOM TUGAS MBKM
Negatif;ngeliat ini gue malah kepikiran Bu dosen E sama pak dosen E jg yg sempet jadi pembimbing skripsi pas sempro meskipun w ga lanjut krn mbkm kepikiran krn gue cabut ga pamit ke beliau2 
Positif;Ngerasain juga secara langsung waktu jadi pembimbing mahasiswa kampus merdeka magang di kantor ku kemarin  
Negatif;Ngerjain laporan MBKM  Proposal skripsi
Negatif;ngomong duit kos 25 blm bulanan nya dr kampus merdeka ga cukup kali buat hidup sebulan di kota org knp ya gue punya pikiran ky gt knp gue gausah sungkan aja kl gue mau sesuatu ya gue ngomong tp gmn bentukannya udh kyk gni dr kecil
Positif;ngurus berkas mbkm makalah uas parttime bakal slesai
Negatif;Njir asli Kemaren program kampus merdeka banyak pertukaran pelajar trus banyak banget yg susah ngikutin kurikulum kampus aku Malah katanya gaada praktikum sedangkan aku ampe tahun ke 3 ada terus praktikum  
Positif;novuniverse Sambil nunggu open di platform Kampus Merdeka bisa daftar dan join grup dulu aja kak  
Negatif;nqavvur collegemenfess mana jam 9 tuh masih ada jadwal wawancara buat mbkm makin bingung mau milih tempat dimana dan gimana warnya
Positif;nulispaketangan collegemenfess prodi berhak ngajukan magang dengan perusahaan atau kegiatan sendiri untuk kegiatan MBKM Aku dulu 2021 ikut MBKM Bina Desa 2022 ikut MBKM Kewirausahaan Kalau magang kerja sama dibayar tapi full dr mitra kalo selain itu di prodiku ga dibayar tp ada fasilitas yg gratis
Negatif;"Nyoba daftar mbkm di perusahaan yg sama disaat gw sebenarnya bisa apply di company yg lebih gede even magang di DPR cuman gw nyari aman waktu ituSuch a fool option karena itu worst pengalaman meet a worst mentor juga "
Negatif;oatschoco eh tp bener lohhh aku aja mbkm kek halahh dah lahh  ambil hikmah nya aja 
Negatif;obvsnoturlvl Ya itu buat menuhin target jdnya ngasal ngasi flag nbkm ke mahasiswa bahkan anak 2021 jg kena Anak 2020 yg betulan mbkm gabisa konversi karna ada yg dihitung 3x
Positif;"Oh gitu yahhhh aku suka kpop dengerin musik drakoran dll Iyaa nih saking malesnya banget loh wkwk kuliah sambil freelance jadi MUA ikut kegiatan volunteer kegiatan kampus merdeka MBKM beasiswa prestasi akademik lomba Males banget ga sih hahahah  "
Positif;oldngh macreaii Coba ke kampus merdeka aja mumpung lagi open
Negatif;omg susah sekali ngurus berkas mbkm ini mana lagi di tengah uas belum lagi ternyata uas diundur smpe kamis depan yang artinya makin lama pulkamnya
Positif;OposisiCerdas Dia menafikan revolusi pendidikan yg dibuat oleh mas mentri nadiem mulai dari tingkat SD sampe perguruan tinggi dg kampus merdeka nya begitu juga dg pendidiknya kualitasnya jauh  anies cuma menang di narasinya sementara nadiem gak banyak bicara tapi diapresiasi para guru besar
Positif;ordinarypeo0pl tanyakanrl Upaya kampus sudah bener semangat kampus merdeka Eh ini kalau tulisannya beneran itu ya 
Positif;orenjinemong collegemenfess kak klo kampus merdeka itu programnya ngapain aja
Negatif;orenjinemong collegemenfess Samaa nder akuu juga kek gitu Pernah ikut kampus merdeka semester 5 ga tercantum juga
Negatif;ourgeminixx LAH YA ITUUU MBKM itukan nuker sks matkul nah matkul pemgantar akuntasi biaya gabisa dituker
Negatif;owhlilbitch worksfess Gak ikut kampus merdeka yg magang sumpah nyesel bgt pdhl ada bgt privilege dr kampus buat tembus eh malah dulu gak tertarik
Positif;owhlilbitch worksfess Kenapa program kampus merdeka dan beasiswa digitalent ada setelah gue lulus  Dulu nyari tempat intern di company gede kalau gaada koneksi susah bangett skr bisa langsung ikutan seleksinya dan kerjanya bisa wfh pulaa 
Positif;oytesarpodnog Wkwkwkw blm sipil emng rada lama progressnya biasanya KP di smt 7 pertengahan  akhir gitu tp ada juga yg udh KP kmrn krn diconvert sekaligus dr MBKM
Positif;padahal menurut gw program kampus merdekamerdeka belajar tuh udah bagus bisa jd wadah buat org² yg punya bakat kuliah ga melulu soal duduk dengerin dosen manfaatin jatah bolos tipsen atau apalah itu
Positif;PakIrv Saya sebenernya udh usul biar dibuatkan kuliahnya cuma Prodi kayanya woles aja Gak tau yg lain beneran meriksa kata demi kata apa gak atau saya aja yg kebagian rejeki Makasih ya Pak saya akan cek bisa manfaatin MBKM apa gak
Negatif;"Paling sedih ketika MBKM 1bln ini cerita singkatnya yaitu ada pemeriksaan n screening catin n hasil labnya si pria adalah thalasemia 8 koma brp gt n normalnya 10. Pd dasarnya gen yg membawa talasemia lebih dianjurkan u menghindari menikah  "
Positif;PANDACUTEJBR MenfessUnej mjb msib itu program magamg dan studi independen bersertifikat kampus merdeka jadi magang gitu dari kampus merdeka dan penempatannya bisa milih di mana perusahaannya sem 3 udah bisa daftar msib cmiiw
Positif;peachjaemine collegemenfess mbkm itu program kementerian yg didalamnya ada msib kkn wirausaha dll
Positif;peachjaemine collegemenfess Msib adalah program dari mbkm
Negatif;Pemerintah juga gagal kembangkan SDM tolong Mas Menteri bebaskan MBKM dr Penjajahan Bimbingan Skripsi yg bertele2 lbh dr 2 th di era serba digital Buat Permen yg batasi Bimbingan Skripsi S1S2S3 maksimal 1 th HRD lbh butuh JujurIntegritasKreatif InovatifKeramahan dlsb 
Negatif;pengen ikutan kampus merdeka tapi masih sem 4 kenapaaa harus minim sem 5 sihhh
Negatif;pengen kuliah kaya biasa aja deh drpd mbkm gini ribet bgt
Negatif;pengen magang mandiri buat cari pengalaman tapi tementemen ku pada gamau karena udah mau ikut mbkm 
Negatif;Pengen nangis huhu nyesel gajadi ikut mbkm semester ini  Matkul semester ini susah susah bgt gakuatt
Negatif;penguplodan sptjm sama surat rekomendasi magang kampus merdeka susah di upload gak siweb nya gabisa discrollsama ga ya nder
Negatif;perlu disadari ketimbang fafifu kampus merdeka atau IISMA mending naikkan gaji guru biar enak dilihat angkanya 
Positif;"Permatakilau worksfess SMT 5 parttime  ikut lomba SMT 6 ikut kampus merdeka lumayan dpt sertifikasi internasional SMT 7 skripsi parttime ama magang"
Negatif;pernah ga lo nangis di starbucks cmn karena ngerjain laporan mbkm
Negatif;pgn ngerasain mbkm tp aku farmasi 
Negatif;Pgnn ikut kampus merdeka tapi kampusnya gabisa ikutan
Positif;piggyfeeling akuu kemarin aku juga lolos kampus merdeka batch 3 pakai cv ats ku
Positif;piipiiuww Sos mbkm nder
Positif;pixyyi collegemenfess Iyaa klo datanya salah minta dibetulin sm pihak kampus mu biar bisa ikut kampus merdeka
Negatif;pixyyi collegemenfess Iyaaa kak setauku ada aturannya kalo ikut mbkm maksimal 2x cuma kan itu kasusnya kakanya belom pernah ikut dan datanya di palsuin coba tanyaiin ke akademik kampus kaka aja
Negatif;pixyyi collegemenfess Padahal maksimal ikut Kampus Merdeka itu 2x
Positif;plis ini udh materai ke 3 ya allah smoga lolos mbkm amin 
Negatif;plis lah ini kenapa gak bisa daftar dua sih padahal di web mbkm jelas boleh daftar dua prefer magang tapi kok gak yakin keterima 
Negatif;PLISSS ADA APA DENGAN WEBSITE KAMPUS MERDEKA GUE MAU MARAAAHHHH
Positif;pls gw mau nnya magang kampus merdeka udh buka lagi yh apa gmana dah
Positif;polbanfess sekarang akses buat kampus merdeka  iisma ga sulit lagiii menarikkk
Positif;positifal kampus merdeka program pmm
Negatif;PRakeyan Klau itu aku gatau ya kak tapi katanya klau kmu ikut program mbkm bakal susah lolos lagi
Positif;prastdany DeimosLordSeven collegemenfess S1 diperlakukan kaya diploma bukannya malah lebih bagus ya secara case saat ini kan banyak yang lulusan S1 non internship experience dan berdampak ke sulitnya dapet first job Dengan adanya Kampus Merdeka cukup berimpact untuk fg dipersaingan kerja yg super ketat ini
Positif;prastdany ttabularasa DeimosLordSeven collegemenfess Program Kampus Merdeka gak cuma magang kok ckckck 
Negatif;Problemnya di prodi cuy di pddikti prodi ak administrasi publik tapi di web mbkm adanya administrasi negara  
Negatif;prodi mbkm fib ngancurin jam tangan acara buruk revisi ta cekcok pacaran dalam seminggu ini bikin ngebatin bgt
Negatif;program kampus merdeka semester ini Takutnya ga diterima krna udh lebih dari 2 kali Solusinya gimana ya
Positif;Program kampus merdeka yg bisa wfh apaan yak
Positif;Program Merdeka Belajar Kampus Merdeka MBKM memberikan pengalaman belajar di luar negeri  
Positif;Program MSIB yang diusung pemerintah ini sangat bermanfaat bagi mahasiswa 
Positif;"Propo propo propo Kelar mbkm "
Positif;punten adakah temanteman disini atau abangkakak yang bersedia ditanya2 mengenai mbkm dan msib
Negatif;Pusing bgt gila sama laporan mbkm mana sisa 2 minggu lagi
Negatif;pusing bgt ngerjain luaran mbkm
Negatif;Quinndiy1 Gabisa ikutan program kampus merdeka lebih tepatnya termasuk magang merdeka
Negatif;Quinndiy1 Iya soalnya UIN kan ga masuk platform kampus merdeka
Negatif;rachelladine collegemenfess lah 2019 kan blm ada kampus merdeka yak
Positif;rachelladine pixyyi collegemenfess Padahal ikut mbkm minimal semester 4
Positif;Rahmickey Btw adikku sekarang lagi ikutan program Kampus Merdeka Semoga adikku dan timnya bisa jadi good intern
Positif;rbayuk kecolongan soale kampus merdeka lebih rame daripada ormawa
Positif;"readinorth kalo ga salah inget simpedes daftar BRI grgr ikut mbkm pakenya line bank grgr ga ada admin samsek ga kena fee juga kalo mau tftopup"
Positif;rebahkan mending ikut kampus merdeka biar kaga kkn
Positif;"redboorisx Sebenarnya bdg tp krn lagi ambil kampus merdeka studi independen jd stay di jkt krn studinya online wkwk Biar bs jeketian juga wkwk Iya pas bgt sumpah nekat iyain pdhl bsknya hrs stand by dr subuh buat jd panitia ospek kampus 3 hari wkwk"
Positif;Rek um kalian yg smt 4 udah ada info soal mbkm magang smt depan gak Itu gimana sih cara daftarnya Liat infonya drmn
Positif;rek uner yg pernah ngurus transkrip nilai buat mbkmsejenisnya tolong kasih tau alurnya dong  makasih yg udah jawab 
Negatif;rekahuyy dionysuc corndogmosis collegemenfess Rugii lah MBKM tuh dapat tunjangan berupa duid dan skil  di saat programan terus ada sertifikat secara fisik Tapi nyatanya ngga ada yg lu dapat bahkan sertifikat pun jad ngga bisa kmu pake lamar kerja pas interview mau bohong Ditanya2 ngapain aja ngga tau jawab apa
Negatif;remotivi Kalau mau baca berita di pikiran rakyat aja selama intern disana pas program kampus merdeka kita bener2 diajarin buat bikin berita yg kredible bukn modelan gini
Positif;renwyi lu bayangin gua lagi workshop mbkm operatornya malah muter lagu blackpink sama newjeans
Positif;"Respon MBKM Prodi Arsitektur UMS Jalin Komunikasi dengan Alumni UMSnews UMSurakarta GenMu Unggul Mencerahkan Mendunia Muhammadiyah umssurakarta "
Positif;Rezeki yg masyaAllah bgt dpt tempat kerja praktek super lancar dpt kesempatan ikut kampus merdeka MBKM di dinas Perumahan  tentunya ttp masih kuliah karna gasemuanya di konversi Jadi magang 2x di semester 6 masih kuat kerja parttime barista  masi ngejalanin di organisasi  
Negatif;Ribet bgt mbkm anjir
Negatif;riill magang mbkm yang gabisa konversi ini membunuhku 
Positif;Rilll jd keinget caper ke ex crush pas lolos mbkm sm pkm  
Positif;riyansupyans Lolos kampus merdeka sama winner aamiin
Positif;rl maaf ada yang tau kapan magang mbkm tutup 
Negatif;roberttheeo oldngh macreaii penguplodan sptjm sama surat rekomendasi magang kampus merdeka susah di upload gak siweb nya gabisa discrollsama ga ya nder
Positif;robinsbabee Kk pii kalian udah ada berita mbkm magang 
Positif;robinsbabee Nah ini rekam jejak magang mbkm nya kakpi WOWKWOWKKW 
Negatif;Rocky Kampus Merdeka Tapi Rektor Dirantai 
Negatif;ROLLE COASTER Bgtttt punya temen MBKM INIIIII BANGKEE LAAAHHH
Positif;rollercoasterfl worksfess oh gitu jadi ada tahap berkas dlu baru ada tesnya yaa sama ga yaa sama MBKM inii huhu btw thank you yaa kakk
Positif;rougherous ini target w aowkwkw mau mbkm aja
Negatif;saat sender sem 6 kemarin Ip sender turus drastis  otomatis ngaruh di IPK  bisa ga si ikut AM di sem 7 jika IPK 295  Takut banget ya allah  Mana sama dosen disuruh ikut sem 7 mbkm tapi IPK gk bisa  Tolong pencerahannya rek 
Negatif;sadbichis ddaisyyme collegemenfess Kak izin nanyapas daftar akun di kampus merdeka ada disuruh ngisi rekening BRi dengan ket perlu diisi sedangkan saya ga punya BRIapa itu perlu banget kalau ikut studi independen note ga dapat bbh
Positif;salrendipity Ngga ngerti sistem pendidikan kita yang  bikin Dengan skema MBKM itu wajar aja kok asal prodinya mau bisa dibikin blok transfer up to 40 sks kalu gak salah
Positif;sampe akhirnya gue ngambil program kampus merdeka untuk konversi awalnya gue jg yg kek enak ya bisa magang secircle di mitra yg udh kerjasama sm fakultas skripsi jg dpt jalan pintas tp ternyata sendiri ga semenyedihkan itu gue banyak ketemu org baru yg baik baik
Positif;sbmptnfess Bagus kok nder mbkm aja bagus22 yuk dah jgn sambat
Positif;sbmptnfess bisa kan udh kampus merdeka nder
Positif;sbmptnfess dii binuss dongg soalnya tau gasih kalo misalnya kampus merdeka itu inspired by program binus yang mahasiswanya wajib ngikutin selama setahunbanyak beasiswa pulaakalo tertarikk atau mau tanyaa2 bisa dm aku yaaahh 
Negatif;sbmptnfess Proyek Tugas besarnya banyak bgt yg harus di selesaiin Lain lagi dosennya yg gk mau konversi sksnya Lain lagi mereka gk bisa ikut kampus merdeka di semester 56 tugas besar yg bnyk bgt Kakak aku bisaa diblg jarang bgt tidur Kadang nangis tiba² tanpa sebab Emg seberat tu
Positif;seandainya ga ikut mbkm pengen bgtt lanjutin penelitian di lapas
Positif;"Sebenarnya sedari awal program iisma  student exchange sejenisnya outputnya agar para awardee iisma flexing lewat jualan kelas berkedok sharing season mentoring persiapan dll Masih lebih baik magang MBKM bisa nerapin ilmu yg dipelajari secara langsung "
Positif;sebenernya kita tuh lagi ikut volunteer kepanitian kampus merdeka aja 
Negatif;sedih amat si ni prodi ga support ikut kampus merdeka padahal motivasi gua ikut biar ga ketemu dosen2 ini lg di smt 5 
Negatif;Sedih banget angkatan corona ni offline kuliah semester 2semester 6 baru aktif lagi dikampus Mau ikut kegiatan mbkm udah telat banget takut ambil semester baru
Negatif;sedih banget anjirr pengen ikutan riset mbkm di brin tapi mengingat biaya hidup di tangsel semahal itu harapan gue pupus seketika
Positif;"sedih bgt gabisa ikut pmm padahal udh pindah kampus demi bisa ikut program mbkm haha but still ok  happy for u yg lolos pmm 3 guysss bismillah batch 4 im cominggg mwehehhe"
Positif;sedih ga bisa ikut mbkm lagi smt depan 
Negatif;"Sedihh Mau cantumin nama bangtan di kti tp kampus aku blm se merdeka itu buat hal kyk gini  jd mesti gak boleh wkwk dh hbs itu mesti di ketawain "
Negatif;sedikit kesel karna program pmm kampus merdeka ga ada pas aing awal kuliah
Positif;"Sehingga dihasilkan output berupa press release yang menjadi bukti bahwa petinggi siap untuk menyelesaikan segala problematika yang telah disebutkan Sebagai mahasiswa Universitas Negeri Malang mari tetap peduli dan kawal semua kebijakan MBKM yang dikeluarkan oleh pihak UM"
Negatif;Selain Kampus merdeka ada banyak kebijakan ngawur Nadiem Misalnya draf Peta Jalan Pendidikan 20202035 yg tak mencantumkan frasa agama Ini dipersoalkan oleh para pemuka agama terutama Muhammadiyah Mengapa kebijakan Nadiem kerap menuai sentimen minor terutama Muhammadiyah 
Positif;Seleksi iisma menurut ku seleksi yang paling susah drpd program mbkm yang lainn kyk magang pmm dsb Bener2 effort bgt buat daftar iisma tuhh
Positif;Semangat yang kkn jends aku tim ngga kkn krn udah konversi pas mbkm kemaren aslinya mah pengin ikut kkn hwaaaa
Positif;"Semester 5 mau ikut Magang MBKM Puji Tuhan dicarikan oleh fakultas dan sudah memilih tema magang dan mendaftar ke instansinya Meskipun tidak bergaji tapi fasilitas disediakan Namun masih rancu apakah diseleksi kembali atau langsung lolos next"
Positif;Seminggu lagi selese magang mbkm
Positif;semoga lolos kampus merdeka 
Positif;Senang bangga dan puas dengan program MBKM ini bertemakan pengabdian masyarakat saya bisa lebih mengenal kondisi masyarakat desa kondisi pertanian dan kondisi perekonomian masyarakat desa  Zidan FR mahasiswa Sekolah Vokasi Program MBKM One Village One CEO OVOC 
Positif;sepupu aku lolos kampus merdeka keren bangetttt 
Negatif;seriusan dr yg awalnya gak dulu malas pak gak menarik langsung ih kalau gitu mah menarik ga si apa mbkm aja ya
Negatif;Sertif Magang Kampus Merdeka w di hape lama jir  nyari di email2 kok gada dah perasaan dulu dikirim lewat email
Positif;Setelah penantian yang serba mendadak bismillah MBKM ke salah satu perusahaan tambang besar di Kalimantan Thanks God Wait for me Borneo 
Positif;"Setuju banget gue Makanya ketika orang blg pak mentri berhasil dengan kampus merdeka ini termasuk IISMA menurut gue sih meleset ya Permasalahan pendidikan indonesia dari dulu tuh 1 pemerataan pendidikan. You need to work on the cake first before focusing on the icing "
Positif;SevensRoad77 Mbahwo999 Miduk17 Kampus merdeka sekarang keren ada partisipasi dari dunia usaha dan dunia industrimelalui praktisi mengajar kedaireka yg nyambungin antara yng punya gagasan dan yang punya duit tinggal SDM nya aja di tingkatkan lagi
Positif;sextratime collegemenfess ikut mbkm aja ini mah
Negatif;Siapa yang laporan MBKM nya udah kayak skripsi Saya HAHAHA
Positif;Siapa yang tugas² mbkm selesai tepat waktu Akuhhh
Negatif;siapa yg gaboleh mbkm 
Positif;Siapapun Presidennya mohon banget mendikbudnya kalo bisa Nadiem Makarim lagi Kalo ga bisa minimal mbkm jangan diilangin 
Positif;Siapapun tolong dong kasi tau tentang magang mbkm sama kampus mengajar Klo magang kan lamar bisa lolos bisa ga Klo kampus mengajar tuh udah pasti lolos atau bisa gugur yaa
Positif;sidang magang ni kaya pas akhiran mbkm ga ya mksdnya slama km menguasai sm ngerti jobdesk hrsnya aman aja
Negatif;simpangantajam Minimal mbkm
Positif;since sepertinya banyak mutualku di sini yang anak IT atau adek tingkat ugm dan mau ikut kampus merdeka cuma mau bilang kalo company ini seworth it itu untuk meluangkan satu semester kalian 
Positif;siyaksha Hehe iya lagi ambil kampus merdeka jadi gabanyak tugas kak Ni sampek srkarang device kakak aja belom ku apus wkwk
Positif;skillupid Min mau nanya Kalau saya domisili kalimantan dan apply nya ke jakarta itu nanti difasilitasi semua kah biayanya sama kampus merdeka
Negatif;Skrng gw bingung mau iku kkn mbkm apa yg reguler
Positif;Soalnya mau mbkm 
Negatif;songddenly Benerr soalnya ada beberapa dosen yg udah sepuhsenior yg ga ngerti mbkm atau gamau tau malah dilepasin aja mau kuliah dimana  yg penting nanti ada laporan
Negatif;songddenly KM 1  semester Aku semester 57 mbkm  dosenku menampakkan mbkm seolah wajib padahal 12 sks aja cukup
Negatif;soniaaaaaeri unnesmenfess Modus kek gini pernah ada di grup mbkm ini dihimbau langsung sama panitia pusatnya soalnya ga cuma satu atau dua grup aja yang dimasukin modus kek gini 
Positif;"sosialisasi kukerta mbkm setengah jalan msh ga menarik that one expert marketing lecturer jadi orang orang anjir menarik juga ya"
Positif;ssefnum Karna udah paham sama mbkm aku sudah isi 
Positif;stamvps kak mjb aku bole nanya² seputar berkas mbkm ini gaa
Negatif;"statistika ut kenapa kagak ada program magang diluar kampus merdeka sih lumayan kan gitu yak nambah nambah pengalaman dan gak yg bakal kagetkaget amat"
Negatif;stdyme scobiedobie collegemenfess mbkm dulu punyaku gabisa kak
Negatif;stress tugas berentet  mikirin mbkm perut kek dipelintir 
Negatif;Suka heran sama banyak mahasiswa sekarang Organisasi mahasiswa minim peminat Kampus Merdeka juga mulai menunjukkan trend menurun kompetisi yang diadain kampus  kampus juga udah sepi peserta kemana ya kirakira mahasiswa hari ini
Negatif;sumpah anak kjmu mending gausah daftar program kampus merdeka dhh
Negatif;sumpah tbtb disuru absensi buat kampus merdeka AT THIS TIME ALLAH
Positif;Sumpah ya isi fyp gw semuanya pada bahas cv buat msibmbkm kalo engga lolos pmm Keknya gw emg dah di suruh buat cari pengalaman utk ngisi cv deh
Positif;sunflower0606 setinggi ekspektasi terhadap program mbkm
Positif;susantodephi jogmfs Trnyata klitih menerapkan kurikulum MBKM juga
Negatif;Tadi mbkm di semper barat benerbener miris bgt  chuaapekk bgt karna kurang prepare
Negatif;TahuKukus Soalnya dia intern mbkm jd y gt
